id,previous_rank,current_rank,previous_score,current_score,previous_pop,current_pop,previous_ac,current_ac,rank_change
344,3617.0,3628.0,22.1,22.1,19.0,21.0,100.0,100.0,-11.0
345,2789.0,2740.0,38.9,39.3,59.0,63.0,100.0,100.0,49.0
346,1515.0,1360.0,48.3,49.5,77.0,86.0,100.0,100.0,155.0
347,3358.0,3347.0,32.0,32.3,46.0,49.0,100.0,100.0,11.0
348,3745.0,3756.0,10.8,10.7,8.0,9.0,100.0,100.0,-11.0
349,2859.0,2821.0,38.2,38.6,58.0,62.0,100.0,100.0,38.0
350,3349.0,3363.0,32.2,32.0,4.0,4.0,100.0,100.0,-14.0
351,3117.0,3132.0,35.5,35.4,4.0,4.0,100.0,100.0,-15.0
352,2694.0,2290.0,39.8,43.1,113.0,142.0,100.0,100.0,404.0
353,3119.0,3134.0,35.5,35.3,4.0,4.0,100.0,100.0,-15.0
354,3583.0,3597.0,24.1,23.9,4.0,4.0,100.0,100.0,-14.0
355,3587.0,3599.0,23.9,23.8,4.0,4.0,100.0,100.0,-12.0
356,2607.0,2317.0,40.5,42.9,82.0,101.0,100.0,100.0,290.0
357,2038.0,1957.0,44.8,45.3,59.0,63.0,100.0,100.0,81.0
358,1801.0,1675.0,46.2,47.0,99.0,106.0,100.0,100.0,126.0
359,1268.0,1188.0,50.6,51.2,114.0,122.0,100.0,100.0,80.0
360,306.0,300.0,65.7,66.0,258.0,263.0,100.0,100.0,6.0
361,2294.0,2245.0,42.9,43.4,59.0,63.0,100.0,100.0,49.0
362,2467.0,2422.0,41.6,42.1,59.0,63.0,100.0,100.0,45.0
363,2383.0,2305.0,42.4,43.0,51.0,58.0,100.0,100.0,78.0
364,1244.0,594.0,50.8,58.8,314.0,394.0,100.0,100.0,650.0
365,1680.0,856.0,46.9,54.6,314.0,394.0,100.0,100.0,824.0
366,1218.0,895.0,51.0,54.1,312.0,345.0,100.0,100.0,323.0
367,1329.0,1026.0,49.9,52.8,354.0,357.0,100.0,100.0,303.0
368,1625.0,961.0,47.4,53.4,233.0,289.0,100.0,100.0,664.0
369,534.0,207.0,59.9,68.8,314.0,394.0,100.0,100.0,327.0
370,325.0,216.0,65.1,68.6,312.0,343.0,100.0,100.0,109.0
371,3271.0,3267.0,33.4,33.5,32.0,34.0,100.0,100.0,4.0
372,3639.0,3650.0,21.4,21.3,4.0,4.0,100.0,100.0,-11.0
373,1828.0,1742.0,46.1,46.6,59.0,63.0,100.0,100.0,86.0
374,3415.0,3405.0,31.0,31.2,30.0,33.0,100.0,100.0,10.0
375,3540.0,3546.0,26.6,26.8,34.0,36.0,100.0,100.0,-6.0
376,3651.0,3662.0,21.4,21.3,4.0,4.0,100.0,100.0,-11.0
377,2388.0,2336.0,42.3,42.8,59.0,63.0,100.0,100.0,52.0
378,3640.0,3651.0,21.4,21.3,4.0,4.0,100.0,100.0,-11.0
379,3656.0,3666.0,21.4,21.3,4.0,4.0,100.0,100.0,-10.0
380,3641.0,3652.0,21.4,21.3,4.0,4.0,100.0,100.0,-11.0
381,3642.0,3653.0,21.4,21.3,4.0,4.0,100.0,100.0,-11.0
382,3643.0,3654.0,21.4,21.3,4.0,4.0,100.0,100.0,-11.0
383,3644.0,3655.0,21.4,21.3,4.0,4.0,100.0,100.0,-11.0
384,3645.0,3656.0,21.4,21.3,4.0,4.0,100.0,100.0,-11.0
385,1657.0,1602.0,47.1,47.6,59.0,63.0,100.0,100.0,55.0
386,1404.0,1341.0,49.2,49.7,59.0,63.0,100.0,100.0,63.0
387,2499.0,2451.0,41.4,41.9,59.0,63.0,100.0,100.0,48.0
388,2297.0,2248.0,42.9,43.4,59.0,63.0,100.0,100.0,49.0
389,2476.0,2436.0,41.5,42.0,59.0,63.0,100.0,100.0,40.0
390,1336.0,1278.0,49.8,50.3,59.0,63.0,100.0,100.0,58.0
391,2794.0,2752.0,38.8,39.3,59.0,63.0,100.0,100.0,42.0
392,1697.0,1730.0,46.8,46.6,4.0,4.0,100.0,100.0,-33.0
393,1740.0,1775.0,46.6,46.4,4.0,4.0,100.0,100.0,-35.0
394,2321.0,2366.0,42.8,42.6,4.0,4.0,100.0,100.0,-45.0
395,1727.0,1758.0,46.7,46.5,4.0,4.0,100.0,100.0,-31.0
396,1745.0,1783.0,46.6,46.4,4.0,4.0,100.0,100.0,-38.0
397,1701.0,1733.0,46.8,46.6,4.0,4.0,100.0,100.0,-32.0
398,2076.0,2108.0,44.5,44.3,4.0,4.0,100.0,100.0,-32.0
399,1748.0,1785.0,46.6,46.4,4.0,4.0,100.0,100.0,-37.0
400,1944.0,1959.0,45.4,45.3,5.0,6.0,100.0,100.0,-15.0
401,1616.0,1629.0,47.5,47.4,5.0,7.0,100.0,100.0,-13.0
402,1797.0,1792.0,46.3,46.3,9.0,13.0,100.0,100.0,5.0
403,1741.0,1776.0,46.6,46.4,4.0,4.0,100.0,100.0,-35.0
404,2485.0,2512.0,41.5,41.3,4.0,4.0,100.0,100.0,-27.0
405,1605.0,1640.0,47.5,47.3,4.0,4.0,100.0,100.0,-35.0
406,3493.0,3503.0,28.8,28.6,4.0,4.0,100.0,100.0,-10.0
407,3290.0,3304.0,33.1,32.9,4.0,4.0,100.0,100.0,-14.0
408,3357.0,3368.0,32.1,31.9,4.0,4.0,100.0,100.0,-11.0
409,3555.0,3567.0,25.7,25.5,4.0,4.0,100.0,100.0,-12.0
410,3127.0,3142.0,35.4,35.3,4.0,4.0,100.0,100.0,-15.0
411,2827.0,2854.0,38.5,38.3,4.0,4.0,100.0,100.0,-27.0
412,3039.0,3062.0,36.4,36.2,4.0,4.0,100.0,100.0,-23.0
413,2302.0,2324.0,42.9,42.8,6.0,8.0,100.0,100.0,-22.0
414,1774.0,1765.0,46.4,46.5,10.0,14.0,100.0,100.0,9.0
415,2446.0,2452.0,41.8,41.8,10.0,15.0,100.0,100.0,-6.0
416,1954.0,1923.0,45.4,45.5,11.0,16.0,100.0,100.0,31.0
417,2325.0,2368.0,42.8,42.6,4.0,4.0,100.0,100.0,-43.0
418,1851.0,1889.0,46.0,45.8,4.0,4.0,100.0,100.0,-38.0
419,3144.0,3155.0,35.3,35.1,4.0,4.0,100.0,100.0,-11.0
420,3554.0,3566.0,25.8,25.6,1.0,1.0,100.0,100.0,-12.0
421,3521.0,3534.0,27.6,27.4,1.0,1.0,100.0,100.0,-13.0
422,2514.0,2540.0,41.3,41.1,3.0,3.0,100.0,100.0,-26.0
423,1839.0,1877.0,46.0,45.8,4.0,4.0,100.0,100.0,-38.0
424,1830.0,1867.0,46.1,45.9,4.0,4.0,100.0,100.0,-37.0
425,1641.0,1674.0,47.3,47.0,4.0,4.0,100.0,100.0,-33.0
426,2036.0,2075.0,44.8,44.6,4.0,4.0,100.0,100.0,-39.0
