GEOID,pop,pop65,income
060374064131,839,286,75667.0
060374064132,1310,149,
060374064133,1174,383,80890.0
060374064134,1091,151,117917.0
060374064135,1119,242,135333.0
060374064136,865,133,
060374065001,1273,384,157222.0
060374065002,2782,335,105250.0
060374065003,1774,81,87102.0
060374065004,2088,226,99074.0
060374066011,1739,376,109336.0
060374066012,1564,212,130417.0
060374066013,1734,356,149659.0
060374066021,2525,454,127563.0
060374066022,1252,207,70457.0
060374066023,899,230,121528.0
060374067011,2060,311,98194.0
060374067012,1138,242,94904.0
060374067021,775,181,82739.0
060374067022,1622,292,137835.0
060374067023,2157,234,112417.0
060374067024,2465,339,77500.0
060374068011,934,298,100543.0
060374068012,2103,376,110781.0
060374068013,1935,305,110903.0
060374069031,446,102,41157.0
060374069032,642,141,101111.0
060374069033,2545,286,81538.0
060374069034,986,165,131071.0
060374069035,789,343,18922.0
060374069036,1899,325,99375.0
060374070011,1182,365,83931.0
060374070012,2125,330,89063.0
060374070013,2627,314,108355.0
060374070021,1729,212,113182.0
060374070022,1643,290,105273.0
060374071011,939,113,54538.0
060374071012,1154,139,81250.0
060374071013,2222,211,82552.0
060374071021,981,80,125417.0
060374071022,2634,399,87125.0
060374071023,1800,303,93264.0
060374072011,1668,230,131429.0
060374072012,1757,97,68942.0
060374072021,1408,231,115625.0
060374072022,1674,504,74500.0
060374073011,1259,276,103264.0
060374073012,968,191,
060374073013,808,103,86750.0
060374073014,717,52,79960.0
060374073021,1567,226,104141.0
060374073022,1325,142,127813.0
060374073023,701,133,68684.0
060374074001,1848,376,126458.0
060374075011,928,190,
060374075012,1249,80,57344.0
060374075013,1325,196,88750.0
060374075014,739,128,90825.0
060374075021,1206,207,110588.0
060374075022,1552,130,108357.0
060374075023,1147,158,127266.0
060374076011,2054,214,102955.0
060374076012,1307,90,63958.0
060374076013,842,76,93463.0
060374076021,945,118,71336.0
060374076022,1038,128,102174.0
060374076023,1479,146,125000.0
060374076024,564,90,104306.0
060374077011,1510,284,49191.0
060374077012,1230,185,86089.0
060374077013,1678,127,103185.0
060374077021,1494,119,148039.0
060374077022,1710,173,103148.0
060374077023,1191,193,139148.0
060374077024,2141,280,80781.0
060374078011,1952,211,104000.0
060374078012,2095,204,145114.0
060374078013,1101,285,77292.0
060374078021,7,2,
060374078022,933,174,111944.0
060374078023,2267,230,140179.0
060374079011,1484,224,89151.0
060374079012,1705,138,149018.0
060374079013,1128,195,92404.0
060374079021,1632,292,85450.0
060374080031,2107,497,91684.0
060374080032,2580,486,106304.0
060374080041,2414,462,91020.0
060374080051,1792,369,166250.0
060374080052,1585,253,91544.0
060374080053,1990,188,127575.0
060374080061,3878,503,91875.0
060374081331,1349,220,121650.0
060374081332,2843,147,67904.0
060374081333,1796,330,142734.0
060374081341,2641,683,111667.0
060374081351,3177,396,86631.0
060374081352,1159,294,91713.0
060374081361,1850,355,123315.0
060374081362,1868,214,116667.0
060374081371,1609,151,95611.0
060374081372,1422,215,78393.0
060374081373,1068,178,97917.0
060374081381,1878,311,56083.0
060374081382,1437,253,95691.0
060374081383,1574,166,125974.0
060374081391,2231,207,113750.0
060374081392,2247,385,101667.0
060374081401,2633,227,74038.0
060374081402,776,130,75813.0
060374081411,839,128,162832.0
060374081412,1159,230,94342.0
060374081413,2077,257,95573.0
060374082121,2857,600,96875.0
060374082122,1893,557,58952.0
060374082131,1768,592,74792.0
060374082132,3062,238,73068.0
060374082133,957,211,76250.0
060374083011,685,161,42226.0
060374083012,2452,182,74844.0
060374083013,1679,284,113448.0
060374083014,1107,143,80000.0
060374083021,3350,571,79412.0
060374083031,2578,585,113205.0
060374083032,1650,167,133125.0
060374084011,2397,614,74583.0
060374084012,1955,331,101103.0
060374084021,1775,536,124844.0
060374084022,1734,445,140385.0
060374084023,2777,717,84792.0
060374085031,1492,395,
060374085032,1111,170,164575.0
060374085033,2247,518,104963.0
060374085034,2073,442,166324.0
060374085041,1931,258,133750.0
060374085042,2225,379,97083.0
060374085043,1262,96,87750.0
060374085051,1203,313,122368.0
060374085052,1170,257,108201.0
060374086231,3117,715,100900.0
060374086241,1780,347,134028.0
060374086242,1274,395,94699.0
060374086251,1167,356,137985.0
060374086252,905,131,167813.0
060374086253,1801,373,107692.0
060374086261,1414,298,104477.0
060374086262,956,248,58233.0
060374086263,1408,469,72043.0
060374086271,1630,515,116000.0
060374086272,996,173,89911.0
060374086281,1602,524,136818.0
060374086282,1676,275,118628.0
060374086283,2313,404,53633.0
060374086291,1115,390,96620.0
060374086292,1954,359,144375.0
060374086311,1715,278,84815.0
060374086312,921,149,70400.0
060374086313,2378,277,125481.0
060374087031,1611,292,227813.0
060374087032,2582,589,98824.0
060374087033,1354,374,131375.0
060374087051,1765,314,
060374087052,2092,302,84120.0
060374087053,1683,514,72328.0
060374087071,2079,495,125102.0
060374087072,1116,211,144375.0
060374087073,3312,777,132250.0
060374087221,1715,386,86944.0
060374087222,2529,642,150000.0
060374087241,1888,133,62714.0
060374087242,2259,95,78241.0
060374087243,1288,77,79893.0
060374087251,927,317,108250.0
060374087252,3116,909,63201.0
060374087253,1811,290,85833.0
060374088001,1286,41,111250.0
060374088002,2031,149,58500.0
060374088003,1442,15,37231.0
060374089001,1814,670,98281.0
060374089002,1038,506,75217.0
060374089003,2677,913,73313.0
060374090001,1098,32,90671.0
060374090002,778,59,76829.0
060374090003,2746,455,82500.0
060374090004,2988,330,72582.0
060374091001,861,135,98750.0
060374091002,1624,234,104000.0
060374091003,1605,111,120323.0
060374091004,1486,248,77083.0
060374300031,1026,222,121000.0
060374300032,3148,767,129167.0
060374300033,674,48,163839.0
060374300041,803,332,87054.0
060374300042,982,47,128375.0
060374300043,1546,340,95948.0
060374300051,1471,278,74500.0
060374300052,2351,557,128731.0
060374301011,2006,746,53393.0
060374301012,1687,343,61715.0
060374301013,1325,284,126875.0
060374301021,1639,388,94375.0
060374301022,1479,161,123105.0
060374301023,1784,194,95833.0
060374302001,1041,406,127730.0
060374303011,657,161,154886.0
060374303012,0,0,
060374303013,1742,374,150145.0
060374303014,2295,340,152000.0
060374303021,554,187,178438.0
060374303022,1964,318,100195.0
060374303023,920,140,61319.0
060374303024,789,227,103375.0
060374303025,632,100,61161.0
060374304001,1299,312,246250.0
060374304002,794,184,250001.0
060374304003,1089,429,175556.0
060374304004,1085,105,143309.0
060374305011,1036,214,222955.0
060374305012,1404,247,141381.0
060374305013,842,209,147188.0
060374305014,1244,258,229968.0
060374305021,448,69,220714.0
060374305022,1777,361,85809.0
060374305023,1554,297,85057.0
060374305024,587,88,121595.0
060374305025,947,282,146210.0
060374305026,1181,396,117222.0
060374306001,500,133,226016.0
060374306002,1934,418,227902.0
060374306003,1857,393,154861.0
060374307011,934,331,
060374307012,2060,462,92417.0
060374307013,1029,177,162679.0
060374307014,1051,384,132841.0
060374307211,850,164,
060374307212,1492,439,72931.0
060374307213,961,121,112038.0
060374307231,2248,173,96250.0
060374307232,2827,384,79500.0
060374307241,2135,256,125938.0
060374307242,2883,297,90924.0
060374308011,684,69,146875.0
060374308012,3412,209,
060374308013,1379,147,71507.0
060374308014,1760,188,
060374308021,1059,114,144783.0
060374308022,948,168,152643.0
060374308023,984,173,122153.0
060374308024,1017,307,185938.0
060374308031,1046,253,132031.0
060374308032,1137,274,121522.0
060374308033,1115,325,106991.0
060374308034,1179,218,152679.0
060374308035,602,287,92563.0
060374309011,2054,214,115714.0
060374309012,531,81,61250.0
060374309013,1584,190,62614.0
060374309021,3525,374,106094.0
060374309022,1097,247,93194.0
060374309023,489,24,115652.0
060374310021,1370,367,39653.0
060374310022,1702,245,113750.0
060374310031,1673,174,81375.0
060374310032,3081,203,88453.0
060374310041,1936,180,92143.0
060374310042,1407,188,96731.0
060374311001,2367,365,94926.0
060374311002,2636,253,112212.0
060374311003,1135,124,65938.0
060374311004,1183,66,115472.0
060374312001,1863,99,93429.0
060374312002,1674,267,81600.0
060374312003,933,12,106908.0
060374312004,1989,328,115238.0
060374313001,757,179,112500.0
060374313002,914,180,109120.0
060374313003,949,141,133074.0
060374314001,1116,296,108750.0
060374314002,914,135,101667.0
060374314003,1087,333,109423.0
060374314004,653,321,46023.0
060374315011,1021,561,45671.0
060374315012,1425,170,79167.0
060374315013,1428,217,76786.0
060374315021,902,155,113875.0
060374315022,1674,244,164393.0
060374315023,1009,222,79659.0
060374315024,946,155,97417.0
060374316001,1488,427,117558.0
060374316002,1902,384,98929.0
060374316003,523,75,
060374317011,926,314,61747.0
060374317012,1006,278,201131.0
060374317013,1209,68,250001.0
060374317014,959,522,115967.0
060374317015,2223,260,
060374318001,1525,240,143864.0
060374318002,2089,625,144306.0
060374318003,1710,648,52059.0
060374319001,825,134,124297.0
060374319002,1532,279,90489.0
060374319003,1331,263,109063.0
060374320011,1533,541,92000.0
060374320012,728,123,112981.0
060374320021,2081,434,91466.0
060374320022,916,98,
060374320023,959,253,52188.0
060374320024,1460,238,120696.0
060374321011,1716,226,123125.0
060374321012,1754,372,137500.0
060374321013,1286,187,117130.0
060374321021,921,178,139929.0
060374321022,1303,289,111890.0
060374321023,988,163,142500.0
060374321024,869,115,85893.0
060374321025,1398,227,108021.0
060374322011,1432,417,118254.0
060374322012,3261,557,115176.0
060374322021,1206,281,74318.0
060374322022,867,202,87849.0
060374322023,1471,326,84318.0
060374323001,1450,165,59934.0
060374323002,1227,304,112008.0
060374323003,1283,232,83272.0
060374324011,3107,441,77933.0
060374324012,1110,213,79755.0
060374324021,2035,268,62733.0
060374324022,1665,277,58654.0
060374324023,1678,198,66638.0
060374325011,2509,486,60081.0
060374325012,1690,440,102552.0
060374325021,2433,229,113813.0
060374325022,1877,381,127656.0
060374326011,1097,122,116734.0
060374326012,2254,244,50500.0
060374326013,1026,239,69688.0
060374326014,2076,345,
060374326021,1654,317,55455.0
060374326022,1325,238,43787.0
060374326023,1482,470,114861.0
060374327001,2288,176,60199.0
060374327002,1082,164,54135.0
060374327003,1222,191,80288.0
060374328011,1685,644,29531.0
060374328012,622,102,57885.0
060374328021,1830,159,54402.0
060374328022,2108,208,60833.0
060374328023,1451,153,54250.0
060374329011,1912,267,90938.0
060374329012,1090,316,56522.0
060374329013,1263,25,42238.0
060374329021,1321,321,84583.0
060374329022,1672,392,66420.0
060374331031,2403,344,65347.0
060374331032,2405,264,77731.0
060374331033,703,319,31400.0
060374331034,1191,218,103500.0
060374332001,1216,214,39643.0
060374332002,694,104,53810.0
060374332003,1778,508,103333.0
060374332004,2401,211,73839.0
060374333021,1837,176,61210.0
060374333041,1981,382,39408.0
060374333042,2018,245,36694.0
060374333051,2395,255,64677.0
060374333052,2175,539,43444.0
060374333061,1990,421,52619.0
060374333062,1066,73,84375.0
060374333071,1163,285,96711.0
060374333072,1575,212,80278.0
060374334021,1543,291,60391.0
060374334022,3073,365,76818.0
060374334031,1787,207,73750.0
060374334032,2143,193,49212.0
060374334033,930,122,38333.0
060374335051,1390,201,51905.0
060374335052,1453,123,60809.0
060374335053,1138,251,
060374335061,1744,213,48357.0
060374335062,1835,219,45817.0
060374336011,1780,445,69044.0
060374336012,3093,631,75898.0
060374336021,2730,614,42465.0
060374338031,1720,266,74728.0
060374338032,1520,390,90402.0
060374338041,3029,126,49700.0
060374338042,352,66,140268.0
060374338043,1200,198,71899.0
060374339011,2897,220,70156.0
060374339012,1161,127,61736.0
060374339013,1343,99,59792.0
060374339031,1661,46,48636.0
060374339032,453,46,79450.0
060374339033,2098,273,67750.0
060374339034,1220,228,45455.0
060374340011,1821,192,
060374340012,2710,332,94583.0
060374340031,881,67,96071.0
060374340032,1665,228,67721.0
060374340033,1158,131,68750.0
060374340041,3136,689,105663.0
060374341001,795,88,92639.0
060374341002,2414,377,67708.0
060374341003,735,133,33043.0
060374341004,806,147,117857.0
060374341005,1169,154,110197.0
060374600011,1853,489,249861.0
060374600021,1182,323,208000.0
060374600022,1566,414,184792.0
060374601011,623,294,134821.0
060374601012,2061,567,248465.0
060374601013,809,197,
060374601014,759,108,110078.0
060374601015,1398,458,207060.0
060374602001,546,156,121364.0
060374602002,830,129,
060374602003,1820,225,183929.0
060374602004,1352,353,69112.0
060374602005,1293,164,240037.0
060374603011,1144,156,153912.0
060374603012,1064,147,144531.0
060374603013,639,134,95694.0
060374603014,1932,349,200500.0
060374603021,1391,166,132560.0
060374603022,848,105,
060374603023,1005,150,107159.0
060374603024,1155,326,
060374604011,1093,149,124167.0
060374605011,1731,363,250001.0
060374605012,1097,139,250001.0
060374605013,2421,604,220494.0
060374605021,1199,214,250001.0
060374605022,2021,171,250001.0
060374605023,1590,305,250001.0
060374606011,1183,211,240962.0
060374606012,1255,357,213056.0
060374606013,1383,318,250001.0
060374606014,1423,209,81538.0
060374607001,582,208,157011.0
060374607002,310,174,250001.0
060374607003,507,129,206406.0
060374607004,1649,333,215081.0
060374607005,1743,241,195464.0
060374608001,1634,603,244659.0
060374608002,1158,354,250001.0
060374609001,1759,181,90288.0
060374609002,1688,156,69337.0
060374609003,1153,94,
060374609004,1053,179,117750.0
060374609005,741,73,225388.0
060374610001,1367,116,192930.0
060374610002,1412,164,122344.0
060374610003,1553,399,123269.0
060374610004,1161,137,103177.0
060374611001,1187,745,90250.0
060374611002,1991,308,140066.0
060374611003,856,108,102115.0
060374611004,1119,185,132132.0
060374612001,645,147,192375.0
060374612002,1217,401,94500.0
060374612003,827,211,129063.0
060374612004,1631,328,204375.0
060374613001,1255,418,105313.0
060374613002,1075,363,165833.0
060374613003,1749,242,82216.0
060374613004,1948,562,71133.0
060374614001,1075,267,78472.0
060374614002,815,98,
060374614003,805,121,141231.0
060374615011,1114,223,111520.0
060374615012,1099,195,80147.0
060374615013,1346,312,115606.0
060374615021,1268,198,94200.0
060374615022,2006,590,70952.0
060374615023,1136,438,
060374615024,1646,205,
060374616001,902,122,22593.0
060374616002,1047,276,95282.0
060374616003,1910,111,100347.0
060374616004,1302,155,128766.0
060374617001,575,165,181429.0
060374617002,769,333,120313.0
060374619011,3047,198,69500.0
060374619012,315,88,84000.0
060374619013,1296,121,49542.0
060374619021,548,43,40398.0
060374619022,1456,235,110507.0
060374620011,2117,251,92419.0
060374620012,2186,187,81875.0
060374620021,1059,66,40221.0
060374620022,2016,187,49531.0
060374620023,502,143,40563.0
060374621001,1181,174,98792.0
060374621002,2115,135,90854.0
060374621003,1414,256,135327.0
060374622011,1031,325,82813.0
060374622012,1193,407,15521.0
060374622013,1391,75,61408.0
060374622021,1914,228,104252.0
060374622022,1292,54,87917.0
060374623011,1946,115,85655.0
060374623012,705,63,84052.0
060374623013,1273,147,98071.0
060374623021,1427,86,86382.0
060374623022,723,157,67375.0
060374623023,1227,84,62000.0
060374624001,1173,253,149531.0
060374624002,1045,158,155417.0
060374624003,1033,128,172348.0
060374624004,619,91,
060374625001,1783,334,136587.0
060374625002,1393,201,
060374625003,2077,362,109555.0
060374625004,1229,375,163135.0
060374626001,1255,267,196136.0
060374626002,1137,220,121944.0
060374627001,648,179,177521.0
060374627002,1355,154,63468.0
060374627003,1261,136,157875.0
060374627004,1214,235,36338.0
060374627005,1277,88,65964.0
060374628001,1118,343,115833.0
060374628002,1801,52,108276.0
060374629001,1590,492,79427.0
060374629002,990,193,160179.0
060374629003,1074,181,123553.0
060374630001,753,176,121486.0
060374630002,1973,297,107841.0
060374631031,1043,196,128920.0
060374631032,999,296,114750.0
060374631033,903,149,
060374631034,634,184,77000.0
060374631035,2028,372,106042.0
060374632001,1351,257,127159.0
060374632002,1425,442,91927.0
060374632003,486,98,60197.0
060374633001,1074,200,97857.0
060374633002,940,185,250001.0
060374634001,1229,247,145229.0
060374634002,1670,196,127222.0
060374634003,747,107,181118.0
060374634004,2223,171,111250.0
060374635001,2627,64,120147.0
060374635002,1617,346,167240.0
060374635003,1929,263,70521.0
060374636011,1638,537,119565.0
060374636012,1913,290,106991.0
060374636013,1113,161,98989.0
060374636014,1581,175,57146.0
060374636021,976,196,62212.0
060374636022,2269,492,113438.0
060374636023,1283,242,120078.0
060374636024,1368,102,141370.0
060374637001,1085,375,207241.0
060374637002,2344,444,152875.0
060374638001,818,183,250001.0
060374638002,1126,225,250001.0
060374638003,1054,262,191964.0
060374638004,995,197,143636.0
060374639001,914,343,130972.0
060374639002,954,203,123281.0
060374639003,1247,517,150086.0
060374640001,969,371,136635.0
060374640002,1000,101,
060374640003,1410,327,146324.0
060374640004,1065,81,215208.0
060374640005,904,129,111950.0
060374641011,907,276,250001.0
060374641012,535,95,182321.0
060374641013,781,213,156958.0
060374641021,780,151,250001.0
060374641022,1325,271,208625.0
060374641023,1287,219,250001.0
060374641024,989,190,149583.0
060374642001,693,180,167292.0
060374642002,679,143,
060374642003,1180,148,188112.0
060374642004,929,177,247596.0
060374642005,642,252,168214.0
060374642006,1552,414,145729.0
060374800021,906,175,136250.0
060374800022,1341,401,160000.0
060374800023,1596,352,167981.0
060374800111,2491,239,73520.0
060374800112,2729,401,102041.0
060374800121,1262,142,93785.0
060374800122,1692,329,133295.0
060374800123,772,126,58636.0
060374800124,1025,328,133571.0
060374801011,1575,298,101284.0
060374801012,1274,258,88536.0
060374801013,1257,298,65156.0
060374801021,1152,237,208125.0
060374801022,889,255,180781.0
060374801023,1221,155,111364.0
060374801024,695,118,97386.0
060374802011,1071,221,175208.0
060374802012,875,184,224625.0
060374802013,1798,353,123438.0
060374802021,807,239,89063.0
060374802022,1036,411,122708.0
060374802023,869,119,159000.0
060374803021,1542,269,153689.0
060374803022,903,258,108257.0
060374803023,1547,386,79375.0
060374803031,1426,284,105521.0
060374803032,3000,282,91563.0
060374803041,1956,554,81384.0
060374803042,1037,92,79688.0
060374803043,1152,235,65417.0
060374804001,1602,399,88315.0
060374804002,2773,250,90849.0
060374804003,1518,302,126500.0
060374805001,1455,213,168393.0
060374805002,1854,332,102813.0
060374805003,941,172,117174.0
060374805004,1051,290,
060374806011,1142,131,134688.0
060374806012,1113,31,120500.0
060374806013,1789,68,121515.0
060374806021,1494,34,114625.0
060374806022,477,94,97019.0
060374806023,1388,289,122292.0
060374806024,943,22,166875.0
060374807021,1758,364,209500.0
060374807022,2743,454,136681.0
060374807031,2340,403,204875.0
060374807032,1734,120,133125.0
060374807041,1017,155,79795.0
060374807042,2015,214,115567.0
060374807043,1043,95,145000.0
060374808021,596,216,
060374808022,2624,491,119157.0
060374808031,597,157,81591.0
060374808032,759,48,44519.0
060374808033,855,133,116667.0
060374808034,816,237,123580.0
060374808041,2336,378,82449.0
060374808042,2339,384,96414.0
060374809011,1838,353,76607.0
060374809012,956,92,57406.0
060374809013,1107,169,73333.0
060374809021,2230,328,62946.0
060374809022,1782,173,70196.0
060374809031,2873,573,86667.0
060374810011,1530,379,93869.0
060374810012,1835,787,56406.0
060374810013,1217,218,71607.0
060374810021,1903,370,88281.0
060374810022,2180,413,85042.0
060374810023,1665,169,71835.0
060374811011,2182,340,70365.0
060374811012,2093,422,107850.0
060374811021,2158,150,84219.0
060374811022,216,57,
060374811023,1229,180,71250.0
060374811031,1378,267,68250.0
060374811032,1870,342,94261.0
060374811033,1168,128,77224.0
060374811034,899,148,57292.0
060374812011,1029,273,83929.0
060374812012,1875,271,81250.0
060374812013,1096,66,107984.0
060374812031,3472,501,77689.0
060374812032,2390,412,108077.0
060374812033,906,211,80700.0
060374813001,1692,399,63125.0
060374813002,1380,316,87109.0
060374814011,2695,408,54375.0
060374814012,1880,363,124712.0
060374814013,858,142,119375.0
060374814031,830,126,
060374814032,2302,420,81230.0
060374814041,1061,289,83750.0
060374814042,2050,427,70822.0
060374814043,756,186,113571.0
060374815001,1970,244,77967.0
060374815002,994,516,90541.0
060374815003,1372,332,81250.0
060374816031,2501,287,81743.0
060374816032,1079,228,88295.0
060374816041,1390,236,134201.0
060374816042,2793,523,58462.0
060374816051,832,130,91188.0
060374816052,1242,264,67115.0
060374816053,737,149,88750.0
060374816061,2020,410,70771.0
060374816062,1836,384,83487.0
060374816063,1060,189,79844.0
060374817111,2303,589,48646.0
060374817112,2094,539,66250.0
060374817121,2976,348,58063.0
060374817122,2206,606,37266.0
060374817131,1730,278,60500.0
060374817132,997,203,72609.0
060374817141,1590,580,37375.0
060374817142,1005,184,44583.0
060374818001,960,253,126538.0
060374818002,1322,406,127500.0
060374819011,818,221,
060374819012,459,116,61250.0
060374819013,1634,314,177083.0
060374819014,2651,428,114750.0
060374819021,2391,491,68922.0
060374819022,928,45,92044.0
060374820011,2184,559,145625.0
060374820012,463,180,73000.0
060374820021,1726,321,
060374820022,1520,488,112292.0
060374820023,2015,590,98700.0
060374820024,1560,97,96636.0
060374821011,1211,252,128924.0
060374821012,1641,461,51196.0
060374821013,1673,331,93000.0
060374821021,1935,562,98750.0
060374821022,1360,382,118036.0
060374822011,1413,276,59844.0
060374822012,1454,323,54643.0
060374822013,990,145,76477.0
060374822021,1290,264,61250.0
060374822022,1347,482,80278.0
060374822023,2804,336,67860.0
060374823011,1149,302,99716.0
060374823012,1028,114,82639.0
060374823013,1732,243,95691.0
060374823014,946,151,
060374823031,1153,245,47065.0
060374823032,1667,388,61579.0
060374823033,1946,439,81397.0
060374823041,1875,137,60268.0
060374823042,1002,257,52014.0
060374824011,1698,317,59896.0
060374824012,1949,330,76250.0
060374824031,3254,574,47125.0
060374824041,811,130,59690.0
060374824042,2618,482,86250.0
060374825021,1415,262,77604.0
060374825022,2105,379,71544.0
060374825031,1709,236,81036.0
060374825032,2298,413,80820.0
060374825211,976,282,83929.0
060374825212,2114,359,77165.0
060374825213,2295,784,83304.0
060374825221,1579,398,83571.0
060374825222,1691,277,107159.0
060374825223,895,385,77397.0
060374826001,1464,410,134519.0
060374826002,1850,680,107880.0
060374826003,1249,199,72131.0
060374826004,1814,198,
060374827011,1082,220,80040.0
060374827012,1107,190,61402.0
060374827013,983,264,70938.0
060374827014,684,121,85455.0
060374827021,1431,298,106827.0
060374827022,961,173,82381.0
060374828011,1141,92,90750.0
060374828012,909,191,111141.0
060374828013,1776,472,85625.0
060375001001,1091,370,171000.0
060375001002,1606,248,250001.0
060375001003,990,259,213897.0
060375002021,729,158,176292.0
060375002022,515,151,
060375002023,1366,262,
060375002024,965,176,
060375002025,1344,285,180781.0
060375002031,878,198,
060375002032,1254,212,196023.0
060375002033,2024,449,129853.0
060375002041,2361,578,158207.0
060375003001,2691,774,120694.0
060375004021,1000,209,75192.0
060375004022,1333,157,66078.0
060375004023,2327,317,
060375004031,2709,467,86505.0
060375004032,1132,139,77045.0
060375004041,1072,291,65370.0
060375004042,890,101,108125.0
060375004043,1270,195,104531.0
060375004044,1169,231,121750.0
060375005001,2820,415,70585.0
060375006001,709,122,88750.0
060375006002,1127,72,67059.0
060375006003,985,116,144191.0
060375006004,967,44,101875.0
060375006005,2069,186,
060375007001,1276,154,138750.0
060375007002,1577,448,
060375007003,751,188,98073.0
060375007004,1190,317,
060375007005,1033,85,90543.0
060375007006,586,81,85707.0
060375008001,842,156,72500.0
060375008002,1757,426,113352.0
060375008003,2118,220,122967.0
060375009001,1096,211,111583.0
060375009002,1147,173,87292.0
060375009003,1875,312,77125.0
060375009004,1138,514,20161.0
060375010011,1651,155,125938.0
060375010012,1364,173,73750.0
060375010021,1626,241,119107.0
060375010022,1667,290,104464.0
060375010023,1305,143,114952.0
060375012001,2499,349,102361.0
060375012002,2483,306,92772.0
060375013011,1661,336,76523.0
060375013012,1317,282,96648.0
060375013021,1442,255,134188.0
060375013022,2110,299,80833.0
060375013023,982,172,94947.0
060375014001,799,88,
060375014002,1469,79,77500.0
060375014003,1175,170,135714.0
060375015011,1963,511,132857.0
060375015031,1125,184,59310.0
060375015032,1083,187,138333.0
060375015033,1173,83,81250.0
060375015034,2037,177,83500.0
060375015041,1724,659,28611.0
060375015042,825,81,89583.0
060375015043,768,89,75521.0
060375016001,3097,310,141140.0
060375016002,1867,87,52179.0
060375016003,1060,68,
060375016004,905,138,171500.0
060375016005,410,109,193897.0
060375017001,1089,247,144464.0
060375017002,837,128,136522.0
060375017003,916,180,
060375017004,951,139,88304.0
060375018021,1227,176,103333.0
060375018022,574,80,80987.0
060375018023,1418,246,90265.0
060375018031,2245,195,65096.0
060375018032,2445,126,61268.0
060375018041,1303,271,64792.0
060375018042,830,23,53500.0
060375019001,1309,220,85455.0
060375019002,678,108,142566.0
060375019003,1158,217,77083.0
060375019004,1185,80,117778.0
060375020031,1481,118,90677.0
060375020032,1194,111,63594.0
060375020041,1471,163,100917.0
060375020042,2224,286,61731.0
060375020051,1507,161,119561.0
060375020052,1606,216,87868.0
060375020053,1279,95,78125.0
060375021001,825,212,126111.0
060375021002,2816,385,87198.0
060375021003,1698,399,85952.0
060375022001,966,163,96094.0
060375022002,2082,168,142452.0
060375022003,1847,223,153750.0
060375022004,2198,450,80179.0
060375023031,1224,307,57123.0
060375023032,2525,214,96406.0
060375023033,519,80,
060375023034,1210,303,89242.0
060375023035,2751,454,61921.0
060375024011,1898,204,110641.0
060375024012,1283,197,77109.0
060375024013,1893,239,64821.0
060375024021,1896,434,74000.0
060375024022,1574,332,105625.0
060375025001,1910,362,76196.0
060375025002,2345,222,113007.0
060375026021,1630,91,76940.0
060375026022,1741,273,75052.0
060375026023,807,112,117550.0
060375026031,2751,502,124662.0
060375026032,578,98,96607.0
060375026041,1455,166,179911.0
060375026042,1000,220,84038.0
060375026043,1227,210,88455.0
060375027001,1675,241,91250.0
060375027002,1347,136,128750.0
060375027003,1224,184,97404.0
060375027004,3323,477,86301.0
060375028011,427,128,89167.0
060375028012,2361,248,101719.0
060375028013,1671,220,164335.0
060375028014,1362,230,73162.0
060375028015,628,126,86250.0
060375029011,1300,226,89306.0
060375029012,2310,367,126507.0
060375029013,1847,183,132917.0
060375030001,1170,68,116071.0
060375030002,1380,23,
060375030003,1973,71,51250.0
060375030004,1071,112,105893.0
060375031031,1629,258,102644.0
060375031032,1362,188,102143.0
060375031033,1703,141,111219.0
060375031034,901,65,109648.0
060375031041,2344,291,83750.0
060375031051,1622,184,128125.0
060375031052,1772,227,119841.0
060375031061,1790,244,89643.0
060375031062,661,87,
060375031063,1510,176,91518.0
060375032011,1231,143,86653.0
060375032012,1634,287,104219.0
060375032013,1013,168,125719.0
060375032021,2450,310,123625.0
060375032022,842,122,
060375032023,925,186,61750.0
060375033011,1116,175,147931.0
060375033012,939,117,99398.0
060375033013,1381,123,139500.0
060375033021,1584,168,115417.0
060375033022,2933,305,77714.0
060375033023,1553,195,92568.0
060375034011,942,259,156667.0
060375034012,2440,479,106019.0
060375034013,1172,161,130536.0
060375034014,1117,81,93831.0
060375034015,1474,227,64801.0
060375034021,1648,208,150638.0
060375034022,1235,220,89392.0
060375034023,962,120,105179.0
060375035011,2540,127,87188.0
060375035012,2860,334,101863.0
060375035013,1513,108,157381.0
060375035021,977,182,124250.0
060375035022,1033,157,91132.0
060375035023,1832,79,76985.0
060375036011,2583,568,112602.0
060375036012,734,135,102375.0
060375036013,823,68,97625.0
060375036021,1482,198,113594.0
060375036022,2304,562,163833.0
060375037011,1852,334,140324.0
060375037012,3044,542,82361.0
060375037021,2091,353,147292.0
060375037022,3074,339,97563.0
060375037041,1887,680,124432.0
060375037042,2478,1381,57368.0
060375037051,1364,346,113866.0
060375037052,1564,374,104231.0
060375038011,1542,218,113092.0
060375038012,455,98,100250.0
060375038013,1721,341,81711.0
060375038021,993,143,134432.0
060375038022,1125,132,111563.0
060375038023,3068,584,102637.0
060375039011,689,118,142321.0
060375039012,1528,262,142566.0
060375039021,1561,336,97460.0
060375039022,1417,134,140786.0
060375039023,2087,337,133000.0
060375039024,0,0,
060375040011,1137,257,128750.0
060375040012,1110,440,
060375040013,2894,164,
060375040021,1056,176,133466.0
060375040022,1017,87,101500.0
060375040023,1024,206,144464.0
060375040024,1139,111,193006.0
060375040025,1095,108,135000.0
