h3,name,holc,access_min,access_km,street_m,access_src
88283088adfffff,Carriage Hills South SE 16,,115.5,9.24,0.0,routed
88283088b1fffff,Carriage Hills South SE 4,,95.2,7.62,0.0,routed
88283088b3fffff,Carriage Hills South SE 2,,104.1,8.33,0.0,routed
88283088b5fffff,Carriage Hills South SE 5,,88.0,7.04,0.0,routed
88283088b7fffff,Carriage Hills South SE 3,,99.1,7.93,0.0,routed
88283088b9fffff,Carriage Hills South SE 6,,99.4,7.95,0.0,routed
88283088bbfffff,Carriage Hills South S 2,,105.5,8.44,0.0,routed
88283088bdfffff,Carriage Hills South SE 7,,87.6,7.01,0.0,routed
88283088c1fffff,La Loma Park NE 4,,32.8,2.62,1180.0,routed
88283088c3fffff,Berkeley Hills NE 3,,42.9,3.43,0.0,routed
88283088c5fffff,La Loma Park NE 6,,17.3,1.39,1664.0,routed
88283088c7fffff,La Loma Park NE 5,,41.4,3.31,1125.0,routed
88283088c9fffff,La Loma Park NE 3,,72.1,5.77,507.0,routed
88283088cbfffff,La Loma Park NE 2,,62.0,4.96,1094.0,routed
88283088cdfffff,La Loma Park E 3,,32.0,2.56,1350.0,routed
88283088d1fffff,Cragmont NE,,55.3,4.42,0.0,routed
88283088d3fffff,Kensington E 2,,50.3,4.02,0.0,routed
88283088d5fffff,Cragmont NE 2,,67.6,5.41,0.0,routed
88283088d7fffff,Kensington E 3,,61.8,4.94,0.0,routed
88283088d9fffff,Cragmont,,42.0,3.36,3767.0,routed
88283088dbfffff,Cragmont N,,30.7,2.46,3697.0,routed
88283088ddfffff,Berkeley Hills NE 2,,52.2,4.18,1555.0,routed
88283088e1fffff,Orinda NW 9,,37.3,2.98,1006.0,routed
88283088e3fffff,La Loma Park NE 8,,39.6,3.17,0.0,routed
88283088e5fffff,Orinda N 10,,55.4,4.43,4919.0,routed
88283088e7fffff,Orinda N 15,,68.8,5.5,738.0,routed
88283088e9fffff,Orinda NW 8,,21.0,1.68,1551.0,routed
88283088ebfffff,La Loma Park NE 7,,29.4,2.35,126.0,routed
88283088edfffff,Orinda NW 7,,46.3,3.7,3222.0,routed
8828308901fffff,Lafayette NE 2,,52.0,4.16,4889.0,routed
8828308903fffff,Lafayette N 3,,19.7,1.57,3279.0,routed
8828308905fffff,Acalanes Ridge SW 2,,23.7,1.9,5383.0,routed
8828308907fffff,Acalanes Ridge W 3,,32.1,2.57,3078.0,routed
8828308909fffff,Lafayette NE,,23.3,1.87,6717.0,routed
882830890bfffff,Lafayette N,,6.1,0.49,8800.0,routed
882830890dfffff,Lafayette E,,22.7,1.82,7551.0,routed
8828308911fffff,Lafayette NW 4,,42.1,3.37,498.0,routed
8828308913fffff,Lafayette NW 7,,56.1,4.49,0.0,routed
8828308915fffff,Lafayette N 4,,33.9,2.71,0.0,routed
8828308917fffff,Lafayette N 5,,69.5,5.56,204.0,routed
8828308919fffff,Lafayette NW 2,,29.1,2.33,5370.0,routed
882830891bfffff,Lafayette NW 5,,37.7,3.01,3926.0,routed
882830891dfffff,Lafayette N 2,,24.8,1.98,4163.0,routed
8828308921fffff,Acalanes Ridge NW,,34.6,2.77,4966.0,routed
8828308923fffff,Acalanes Ridge NW 2,,33.2,2.66,5005.0,routed
8828308925fffff,The Waymark NW,,28.2,2.25,9262.0,routed
8828308927fffff,Acalanes Ridge N,,22.1,1.77,8349.0,routed
8828308929fffff,Acalanes Ridge SW,,27.1,2.16,4647.0,routed
882830892bfffff,Acalanes Ridge W,,39.5,3.16,4400.0,routed
882830892dfffff,Acalanes Ridge,,19.5,1.56,6547.0,routed
8828308931fffff,Reliez Valley SW 3,,53.3,4.27,4476.0,routed
8828308933fffff,Reliez Valley SW 2,,62.5,5.0,3999.0,routed
8828308935fffff,Reliez Valley S 2,,36.8,2.94,6128.0,routed
8828308937fffff,Reliez Valley SW,,65.6,5.25,3821.0,routed
8828308939fffff,Acalanes Ridge W 4,,46.6,3.72,5820.0,routed
882830893bfffff,Reliez Valley SW 4,,56.3,4.5,2298.0,routed
882830893dfffff,Acalanes Ridge W 2,,39.0,3.12,5384.0,routed
8828308941fffff,Burton Valley NW,,26.4,2.11,4020.0,routed
8828308943fffff,Lafayette SE,,21.8,1.74,6177.0,routed
8828308945fffff,Burton Valley N,,24.0,1.92,3722.0,routed
8828308947fffff,Burton Valley N 2,,32.9,2.63,6622.0,routed
8828308949fffff,Burton Valley W,,10.8,0.86,2806.0,routed
882830894bfffff,Lafayette S,,21.3,1.7,844.0,routed
882830894dfffff,Burton Valley,,16.8,1.34,6338.0,routed
8828308951fffff,Lafayette W,,23.0,1.84,5193.0,routed
8828308953fffff,Lafayette W 2,,20.5,1.64,4546.0,routed
8828308955fffff,Lafayette,,11.8,0.94,8221.0,routed
8828308957fffff,Lafayette NW,,14.7,1.18,8553.0,routed
8828308959fffff,Lafayette SW 2,,15.4,1.23,1866.0,routed
882830895bfffff,Lafayette W 3,,27.2,2.18,0.0,routed
882830895dfffff,Lafayette SW,,22.7,1.81,5855.0,routed
8828308961fffff,Saranap,,19.0,1.52,8469.0,routed
8828308963fffff,Saranap NW,,30.6,2.45,6542.0,routed
8828308965fffff,Saranap E,,19.3,1.55,8380.0,routed
8828308967fffff,Saranap N,,15.2,1.21,6605.0,routed
8828308969fffff,Saranap SW,,26.8,2.15,4072.0,routed
882830896bfffff,Saranap W,,28.0,2.24,6724.0,routed
882830896dfffff,Saranap SE,,23.7,1.9,7994.0,routed
8828308981fffff,Alhambra Valley SW 8,,99.4,7.95,0.0,routed
8828308983fffff,Alhambra Valley SW 7,,111.6,8.93,0.0,routed
8828308985fffff,Alhambra Valley SW 6,,92.8,7.42,0.0,routed
8828308987fffff,Alhambra Valley SW 4,,95.7,7.66,0.0,routed
8828308989fffff,Alhambra Valley SW 13,,97.4,7.79,869.0,routed
882830898bfffff,Alhambra Valley SW 11,,107.2,8.58,0.0,routed
882830898dfffff,Alhambra Valley SW 10,,94.9,7.6,0.0,routed
8828308991fffff,Alhambra Valley SW 14,,138.3,11.07,3201.0,routed
8828308993fffff,Carriage Hills South E 12,,139.3,11.14,881.0,routed
8828308995fffff,Alhambra Valley SW 9,,151.1,12.09,1140.0,routed
8828308997fffff,Alhambra Valley W 12,,132.2,10.58,1541.0,routed
8828308999fffff,Carriage Hills South SE 17,,126.5,10.12,1746.0,routed
882830899bfffff,Carriage Hills South E 11,,154.5,12.36,259.0,routed
882830899dfffff,Alhambra Valley SW 12,,120.3,9.62,1628.0,routed
88283089a1fffff,Alhambra Valley S 3,,67.0,5.36,233.0,routed
88283089a3fffff,Alhambra Valley SW,,62.9,5.03,790.0,routed
88283089a5fffff,Alhambra Valley S 2,,48.3,3.87,120.0,routed
88283089a7fffff,Alhambra Valley S,,56.7,4.54,1598.0,routed
88283089a9fffff,Alhambra Valley S 5,,68.8,5.51,0.0,routed
88283089abfffff,Alhambra Valley SW 3,,87.3,6.98,0.0,routed
88283089adfffff,Alhambra Valley S 4,,61.1,4.89,0.0,routed
88283089b1fffff,Alhambra Valley W 5,,116.5,9.32,0.0,routed
88283089b3fffff,Alhambra Valley W 7,,99.9,8.0,1124.0,routed
88283089b5fffff,Alhambra Valley W 3,,72.8,5.82,2495.0,routed
88283089b7fffff,Alhambra Valley W 4,,81.3,6.51,2807.0,routed
88283089b9fffff,Alhambra Valley SW 5,,141.1,11.29,54.0,routed
88283089bbfffff,Alhambra Valley W 8,,141.5,11.32,2370.0,routed
88283089bdfffff,Alhambra Valley SW 2,,101.7,8.14,0.0,routed
88283089c1fffff,Lafayette NW 10,,78.9,6.31,1910.0,routed
88283089c3fffff,Orinda N 13,,80.9,6.47,1713.0,routed
88283089c5fffff,Lafayette NW 9,,76.9,6.15,0.0,routed
88283089c7fffff,Alhambra Valley SW 15,,86.5,6.92,329.0,routed
88283089c9fffff,Orinda NE 6,,44.5,3.56,3636.0,routed
88283089cbfffff,Orinda N 9,,59.2,4.74,3245.0,routed
88283089cdfffff,Lafayette NW 8,,47.0,3.76,345.0,routed
88283089d1fffff,Orinda N 16,,118.9,9.51,0.0,routed
88283089d3fffff,Carriage Hills South SE 18,,134.9,10.79,0.0,routed
88283089d5fffff,Alhambra Valley SW 17,,101.0,8.08,782.0,routed
88283089d7fffff,Alhambra Valley SW 16,,108.7,8.7,978.0,routed
88283089d9fffff,Orinda N 11,,59.5,4.76,1925.0,routed
88283089dbfffff,Orinda N 14,,67.0,5.36,1109.0,routed
88283089ddfffff,Orinda N 12,,71.9,5.75,987.0,routed
88283089e1fffff,Reliez Valley W 5,,82.7,6.61,0.0,routed
88283089e3fffff,Alhambra Valley S 6,,89.0,7.12,0.0,routed
88283089e5fffff,Reliez Valley W 3,,84.8,6.78,0.0,routed
88283089e7fffff,Reliez Valley W 4,,72.5,5.8,0.0,routed
88283089e9fffff,Reliez Valley SW 6,,64.8,5.18,0.0,routed
88283089ebfffff,Reliez Valley W 6,,88.5,7.08,0.0,routed
88283089edfffff,Reliez Valley SW 5,,91.8,7.35,0.0,routed
8828308a05fffff,Piedmont Pines,,33.1,2.64,9770.0,routed
8828308a21fffff,Canyon NW,,60.4,4.83,3600.0,routed
8828308a23fffff,Wilder S 4,,51.9,4.15,922.0,routed
8828308a25fffff,Canyon N,,59.8,4.79,793.0,routed
8828308a27fffff,Lost Valley SW,,48.2,3.85,0.0,routed
8828308a29fffff,Canyon W,,39.2,3.13,0.0,routed
8828308a2bfffff,Piedmont Pines NE,,43.1,3.45,8281.0,routed
8828308a2dfffff,Canyon,,61.2,4.9,3552.0,routed
8828308a31fffff,Wilder SW 2,,47.6,3.8,6177.0,routed
8828308a33fffff,Parkwoods Condominiums SE,,40.1,3.21,4440.0,routed
8828308a35fffff,Wilder S 3,,42.6,3.41,0.0,routed
8828308a37fffff,Wilder SW,,29.6,2.36,72.0,routed
8828308a3dfffff,Piedmont Pines N,,36.5,2.92,7590.0,routed
8828308a61fffff,Oakland Hills,,3.5,0.28,866.0,routed
8828308a63fffff,Piedmont Pines E,,14.4,1.15,1266.0,routed
8828308a65fffff,Canyon S,,26.2,2.1,0.0,routed
8828308a67fffff,Canyon SW,,21.6,1.73,0.0,routed
8828308aa1fffff,Panoramic Hill,,45.3,3.62,1032.0,routed
8828308aa3fffff,La Loma Park E,,57.8,4.63,1735.0,routed
8828308aa5fffff,Parkwoods Condominiums N 3,,53.6,4.29,2202.0,routed
8828308aa7fffff,La Loma Park E 2,,61.3,4.9,652.0,routed
8828308aadfffff,Parkwoods Condominiums N 2,,34.6,2.77,2536.0,routed
8828308ab1fffff,La Loma Park,,26.4,2.11,9979.0,routed
8828308ab3fffff,Berkeley Hills,,22.1,1.77,11188.0,routed
8828308ab5fffff,La Loma Park NE,,47.1,3.77,1947.0,routed
8828308ab7fffff,Berkeley Hills NE,,42.5,3.4,5230.0,routed
8828308abdfffff,La Loma Park SE,,35.6,2.85,4599.0,routed
8828308ae5fffff,Parkwoods Condominiums,,34.7,2.78,4084.0,routed
8828308ae7fffff,Parkwoods Condominiums N,,36.3,2.9,4096.0,routed
8828308b01fffff,Moraga Commons Park,,6.2,0.5,5288.0,routed
8828308b03fffff,Miramonte Gardens NE,,20.2,1.62,6027.0,routed
8828308b05fffff,Moraga NE,,8.5,0.68,5969.0,routed
8828308b07fffff,Rheem Valley S,,8.3,0.67,4975.0,routed
8828308b09fffff,Moraga Royale,,6.3,0.5,9131.0,routed
8828308b0bfffff,Miramonte Gardens E,,13.3,1.06,5981.0,routed
8828308b0dfffff,Moraga,,14.3,1.14,2544.0,routed
8828308b11fffff,Lost Valley E,,24.0,1.92,6639.0,routed
8828308b13fffff,Lost Valley NE,,35.5,2.84,5450.0,routed
8828308b15fffff,Miramonte Gardens N,,20.9,1.68,3609.0,routed
8828308b17fffff,Lost Valley NE 2,,31.5,2.52,3135.0,routed
8828308b19fffff,Miramonte Gardens W,,27.0,2.16,2515.0,routed
8828308b1bfffff,Lost Valley SE,,25.1,2.01,2142.0,routed
8828308b1dfffff,Miramonte Gardens,,10.3,0.82,6985.0,routed
8828308b21fffff,Rheem Valley E 2,,21.0,1.68,1990.0,routed
8828308b23fffff,Rheem Valley E,,27.3,2.19,152.0,routed
8828308b25fffff,Burton Valley S,,24.2,1.93,2450.0,routed
8828308b27fffff,Lafayette Community Park,,11.4,0.91,5097.0,routed
8828308b29fffff,Rheem Valley SE 2,,37.3,2.98,4555.0,routed
8828308b2bfffff,Rheem Valley SE,,29.6,2.37,3958.0,routed
8828308b2dfffff,Burton Valley S 2,,43.3,3.46,0.0,routed
8828308b31fffff,Rheem Valley NW,,16.7,1.34,4389.0,routed
8828308b33fffff,Rheem Valley NW 2,,8.7,0.7,4096.0,routed
8828308b35fffff,Rheem Valley NE,,19.6,1.57,1775.0,routed
8828308b37fffff,Rheem Valley N,,9.2,0.74,4785.0,routed
8828308b39fffff,Rheem Valley SW,,8.4,0.67,2786.0,routed
8828308b3bfffff,Rheem Valley W,,20.8,1.66,1987.0,routed
8828308b3dfffff,Rheem Valley,,15.5,1.24,4964.0,routed
8828308b41fffff,Moraga Royale S 2,,16.8,1.34,4792.0,routed
8828308b43fffff,Moraga Royale S,,15.9,1.27,3944.0,routed
8828308b45fffff,Moraga Royale SE 2,,36.1,2.89,4194.0,routed
8828308b47fffff,Moraga Royale SE,,13.4,1.07,5080.0,routed
8828308b49fffff,Moraga Royale S 4,,48.3,3.86,285.0,routed
8828308b4bfffff,Moraga Royale S 3,,41.4,3.31,0.0,routed
8828308b4dfffff,Moraga Royale SE 4,,28.9,2.32,4761.0,routed
8828308b51fffff,Miramonte Gardens SW 2,,34.0,2.72,0.0,routed
8828308b53fffff,Canyon NE,,35.2,2.81,1028.0,routed
8828308b55fffff,Moraga Royale W,,13.3,1.07,2699.0,routed
8828308b57fffff,Miramonte Gardens SW,,17.2,1.37,1370.0,routed
8828308b59fffff,Canyon SE 2,,38.6,3.09,846.0,routed
8828308b5bfffff,Canyon SE,,46.9,3.75,1817.0,routed
8828308b5dfffff,Moraga Royale SW,,25.0,2.0,1285.0,routed
8828308b61fffff,Moraga Royale E 2,,56.7,4.54,876.0,routed
8828308b63fffff,Moraga E,,26.6,2.13,734.0,routed
8828308b65fffff,Moraga Royale E 4,,46.0,3.68,1142.0,routed
8828308b67fffff,Moraga E 2,,35.4,2.83,1492.0,routed
8828308b69fffff,Moraga Royale SE 3,,45.2,3.62,2650.0,routed
8828308b6bfffff,Moraga Royale E,,46.8,3.75,2018.0,routed
8828308b6dfffff,Moraga Royale E 3,,60.5,4.84,0.0,routed
8828308c01fffff,Triangle Court E,,25.5,2.04,13145.0,routed
8828308c03fffff,Triangle Court,,29.5,2.36,7902.0,routed
8828308c05fffff,Triangle Court E 2,,21.2,1.7,11458.0,routed
8828308c07fffff,Triangle Court NE,,19.2,1.54,12951.0,routed
8828308c09fffff,Barrett Terrace Plaza Apartments,,11.4,0.91,12930.0,routed
8828308c0bfffff,Triangle Court SW,,15.5,1.24,10295.0,routed
8828308c0dfffff,Richmond N,,9.5,0.76,13985.0,routed
8828308c11fffff,North Richmond W,,49.4,3.95,324.0,routed
8828308c13fffff,North Richmond W 2,,57.4,4.59,0.0,routed
8828308c15fffff,North Richmond,,37.5,3.0,9767.0,routed
8828308c17fffff,North Richmond NW,,50.4,4.03,1522.0,routed
8828308c19fffff,Atchison Village NW 2,,43.6,3.49,440.0,routed
8828308c1bfffff,North Richmond W 3,,56.8,4.54,0.0,routed
8828308c1dfffff,Triangle Court W,,37.7,3.02,3134.0,routed
8828308c21fffff,San Pablo E,,14.0,1.12,4308.0,routed
8828308c23fffff,San Pablo NE,,13.9,1.11,9502.0,routed
8828308c25fffff,The Tides S 2,,18.4,1.48,4343.0,routed
8828308c27fffff,The Tides SW,,23.3,1.86,8718.0,routed
8828308c29fffff,East Richmond NW 2,,13.6,1.09,9238.0,routed
8828308c2bfffff,San Pablo SE,,4.1,0.33,8456.0,routed
8828308c2dfffff,East Richmond Heights NW,,36.0,2.88,8365.0,routed
8828308c31fffff,San Pablo NW,,28.2,2.26,7264.0,routed
8828308c33fffff,North Richmond N 3,,48.9,3.92,1680.0,routed
8828308c35fffff,San Pablo N,,22.6,1.81,12750.0,routed
8828308c37fffff,San Marcos Apartments SW,,36.2,2.89,7615.0,routed
8828308c39fffff,North Richmond E,,28.3,2.26,6734.0,routed
8828308c3bfffff,North Richmond N,,37.9,3.04,3621.0,routed
8828308c3dfffff,San Pablo,,14.1,1.13,11024.0,routed
8828308c41fffff,Rows/Places at NOMA,,28.3,2.26,11674.0,routed
8828308c43fffff,Nystrom Village,,15.1,1.21,11900.0,routed
8828308c45fffff,Easter Hill Village,,22.5,1.8,12001.0,routed
8828308c47fffff,Richmond,,18.4,1.47,13897.0,routed
8828308c49fffff,Rows/Places at NOMA S,,32.7,2.61,5685.0,routed
8828308c4bfffff,Rows/Places at NOMA W,,30.1,2.41,3120.0,routed
8828308c4dfffff,Marina Bay,,21.9,1.75,7835.0,routed
8828308c51fffff,Atchison Village W,,48.1,3.84,2202.0,routed
8828308c53fffff,Atchison Village NW,,29.5,2.36,254.0,routed
8828308c55fffff,Atchison Village,,5.8,0.47,11242.0,routed
8828308c57fffff,Atchison Village N,,28.7,2.29,1077.0,routed
8828308c59fffff,Point Richmond,,8.6,0.69,9092.0,routed
8828308c5bfffff,Point Richmond NW,,15.4,1.24,7094.0,routed
8828308c5dfffff,Atchison Village S,,23.4,1.87,3160.0,routed
8828308c61fffff,East Richmond SW,,12.4,0.99,12407.0,routed
8828308c63fffff,Richmond NE,,16.2,1.3,13874.0,routed
8828308c65fffff,East Richmond,,26.8,2.14,11780.0,routed
8828308c67fffff,East Richmond NW,,22.8,1.82,11347.0,routed
8828308c69fffff,Easter Hill Village NE,,9.9,0.79,10264.0,routed
8828308c6bfffff,Richmond E,,7.2,0.57,11391.0,routed
8828308c6dfffff,East Richmond S,,15.3,1.22,9589.0,routed
8828308c81fffff,North Richmond NW 11,,94.9,7.59,0.0,routed
8828308c83fffff,North Richmond NW 15,,106.3,8.5,0.0,routed
8828308c85fffff,North Richmond NW 9,,89.4,7.15,0.0,routed
8828308c87fffff,North Richmond NW 13,,100.5,8.04,0.0,routed
8828308c89fffff,North Richmond NW 10,,91.7,7.34,0.0,routed
8828308c8bfffff,North Richmond NW 14,,102.5,8.2,0.0,routed
8828308c8dfffff,North Richmond NW 7,,83.5,6.68,0.0,routed
8828308c95fffff,North Richmond NW 19,,164.2,13.14,0.0,routed
8828308c9dfffff,North Richmond NW 18,,113.5,9.08,0.0,routed
8828308ca1fffff,San Marcos Apartments W 7,,111.3,8.9,0.0,routed
8828308ca3fffff,San Marcos Apartments NW 7,,128.7,10.3,0.0,routed
8828308ca5fffff,San Marcos Apartments NW 4,,105.3,8.42,0.0,routed
8828308ca7fffff,San Marcos Apartments NW 6,,117.2,9.38,0.0,routed
8828308ca9fffff,North Richmond NW 8,,82.7,6.61,0.0,routed
8828308cabfffff,San Marcos Apartments W 8,,122.9,9.83,0.0,routed
8828308cadfffff,San Marcos Apartments W 6,,102.9,8.23,0.0,routed
8828308cb1fffff,San Marcos Apartments W 10,,148.2,11.86,0.0,routed
8828308cb5fffff,San Marcos Apartments NW 9,,137.2,10.98,0.0,routed
8828308cb7fffff,San Marcos Apartments NW 11,,151.3,12.11,0.0,routed
8828308cb9fffff,North Richmond NW 17,,152.3,12.19,0.0,routed
8828308cbbfffff,North Richmond NW 20,,159.6,12.77,0.0,routed
8828308cbdfffff,San Marcos Apartments W 9,,140.5,11.24,0.0,routed
8828308cc1fffff,North Richmond W 6,,89.9,7.2,0.0,routed
8828308cc3fffff,North Richmond W 8,,100.3,8.03,0.0,routed
8828308cc5fffff,North Richmond W 4,,73.4,5.87,0.0,routed
8828308cc7fffff,North Richmond NW 6,,81.6,6.53,0.0,routed
8828308cc9fffff,North Richmond W 7,,81.5,6.52,974.0,routed
8828308ccbfffff,North Richmond W 9,,93.0,7.44,714.0,routed
8828308ccdfffff,North Richmond W 5,,82.1,6.57,0.0,routed
8828308cd5fffff,North Richmond NW 12,,111.3,8.9,0.0,routed
8828308cd7fffff,North Richmond NW 16,,122.5,9.8,0.0,routed
8828308cddfffff,North Richmond W 10,,104.4,8.35,331.0,routed
8828308ce1fffff,North Richmond NW 3,,69.1,5.53,0.0,routed
8828308ce3fffff,North Richmond NW 5,,78.6,6.28,0.0,routed
8828308ce5fffff,North Richmond N 4,,61.6,4.93,323.0,routed
8828308ce7fffff,North Richmond N 5,,71.3,5.71,0.0,routed
8828308ce9fffff,North Richmond NW 2,,61.6,4.93,0.0,routed
8828308cebfffff,North Richmond NW 4,,72.1,5.77,0.0,routed
8828308cedfffff,North Richmond N 2,,63.3,5.06,948.0,routed
8828308d01fffff,Carriage Hills North W 3,,36.5,2.92,5786.0,routed
8828308d03fffff,El Sobrante SE,,30.4,2.43,7859.0,routed
8828308d05fffff,Carriage Hills North W 2,,53.6,4.29,4512.0,routed
8828308d07fffff,El Sobrante SE 2,,44.3,3.54,4550.0,routed
8828308d09fffff,Carriage Hills North SW 4,,43.5,3.48,1949.0,routed
8828308d0bfffff,El Sobrante S 2,,26.0,2.08,2344.0,routed
8828308d0dfffff,Carriage Hills North SW 2,,46.0,3.68,5791.0,routed
8828308d11fffff,El Sobrante SW,,10.3,0.83,5557.0,routed
8828308d13fffff,The Tides E,,24.7,1.98,7090.0,routed
8828308d15fffff,El Sobrante,,23.9,1.91,8649.0,routed
8828308d17fffff,El Sobrante NW,,25.1,2.01,7281.0,routed
8828308d19fffff,The Tides SE,,6.4,0.51,5307.0,routed
8828308d1bfffff,The Tides S,,33.5,2.68,2481.0,routed
8828308d1dfffff,El Sobrante S,,13.7,1.1,6992.0,routed
8828308d21fffff,Carriage Hills North N,,39.9,3.19,1450.0,routed
8828308d23fffff,Carriage Hills North NW 2,,29.6,2.37,6836.0,routed
8828308d25fffff,Carriage Hills North NE 2,,47.8,3.83,131.0,routed
8828308d27fffff,Carriage Hills North N 2,,38.0,3.04,4110.0,routed
8828308d29fffff,Carriage Hills North W,,58.2,4.66,1389.0,routed
8828308d2bfffff,Carriage Hills North NW,,38.7,3.1,1267.0,routed
8828308d2dfffff,Carriage Hills North,,62.6,5.01,1602.0,routed
8828308d31fffff,El Sobrante NE,,7.7,0.62,6197.0,routed
8828308d33fffff,El Sobrante N 3,,10.8,0.87,4448.0,routed
8828308d35fffff,Westwood S 2,,23.8,1.91,6899.0,routed
8828308d37fffff,Westwood S,,12.7,1.01,6155.0,routed
8828308d39fffff,El Sobrante E,,36.1,2.89,8849.0,routed
8828308d3bfffff,El Sobrante N,,32.7,2.61,6488.0,routed
8828308d3dfffff,El Sobrante E 2,,51.2,4.09,4949.0,routed
8828308d41fffff,East Richmond Heights E 4,,67.9,5.43,0.0,routed
8828308d43fffff,East Richmond Heights E 3,,59.4,4.75,0.0,routed
8828308d45fffff,Carriage Hills South SW 4,,116.5,9.32,1090.0,routed
8828308d47fffff,Carriage Hills North SW 3,,53.5,4.28,434.0,routed
8828308d49fffff,Kensington N 4,,40.6,3.25,0.0,routed
8828308d4bfffff,East Richmond Heights E 2,,50.5,4.04,0.0,routed
8828308d4dfffff,Kensington N 5,,92.3,7.39,0.0,routed
8828308d51fffff,East Richmond Heights NE,,42.7,3.41,0.0,routed
8828308d53fffff,East Richmond Heights N,,33.9,2.71,785.0,routed
8828308d55fffff,East Richmond Heights NE 3,,37.2,2.98,0.0,routed
8828308d57fffff,East Richmond Heights NE 2,,21.9,1.76,1355.0,routed
8828308d59fffff,East Richmond Heights SE,,40.3,3.22,6417.0,routed
8828308d5bfffff,East Richmond Heights,,37.9,3.03,7729.0,routed
8828308d5dfffff,East Richmond Heights E,,50.1,4.01,0.0,routed
8828308d61fffff,Carriage Hills South SW,,79.9,6.39,0.0,routed
8828308d63fffff,Carriage Hills North SW,,59.3,4.74,2091.0,routed
8828308d65fffff,Carriage Hills South SE,,81.9,6.55,484.0,routed
8828308d67fffff,Carriage Hills South,,73.0,5.84,5970.0,routed
8828308d69fffff,Carriage Hills South SW 3,,72.7,5.81,12.0,routed
8828308d6bfffff,Carriage Hills South SW 2,,57.8,4.62,2865.0,routed
8828308d6dfffff,Carriage Hills South S,,100.2,8.02,0.0,routed
8828308d81fffff,Tara Hills Mobile Manor NW,,53.8,4.31,13.0,routed
8828308d83fffff,Tara Hills Mobile Manor NW 2,,114.3,9.15,0.0,routed
8828308d85fffff,Tara Hills Mobile Manor N,,41.9,3.35,4171.0,routed
8828308d87fffff,Tara Hills Mobile Manor N 2,,55.3,4.42,0.0,routed
8828308d89fffff,San Marcos Apartments N,,62.4,4.99,7711.0,routed
8828308d8bfffff,Tara Hills Mobile Manor W,,78.6,6.29,771.0,routed
8828308d8dfffff,Tara Hills Mobile Manor,,44.7,3.58,9809.0,routed
8828308d91fffff,Tara Hills Mobile Manor NW 6,,119.2,9.54,0.0,routed
8828308d93fffff,Tara Hills Mobile Manor NW 9,,121.9,9.75,0.0,routed
8828308d95fffff,Tara Hills Mobile Manor NW 4,,115.1,9.21,0.0,routed
8828308d97fffff,Tara Hills Mobile Manor NW 7,,128.7,10.3,0.0,routed
8828308d99fffff,San Marcos Apartments NW 3,,103.2,8.26,0.0,routed
8828308d9bfffff,San Marcos Apartments NW 5,,111.4,8.92,0.0,routed
8828308d9dfffff,Tara Hills Mobile Manor W 2,,103.2,8.26,0.0,routed
8828308da1fffff,Bayside Apartment Homes N,,40.9,3.27,0.0,routed
8828308da3fffff,Bayside Apartment Homes NW 2,,51.5,4.12,0.0,routed
8828308da5fffff,Hercules W,,22.2,1.77,0.0,routed
8828308da7fffff,Hercules NW 2,,32.3,2.59,0.0,routed
8828308da9fffff,Bayside Apartment Homes W,,31.0,2.48,5994.0,routed
8828308dabfffff,Bayside Apartment Homes NW,,41.8,3.35,0.0,routed
8828308dadfffff,Bayside Apartment Homes,,22.6,1.81,2579.0,routed
8828308db1fffff,Tara Hills Mobile Manor N 4,,64.7,5.18,0.0,routed
8828308db3fffff,Tara Hills Mobile Manor N 5,,138.9,11.11,0.0,routed
8828308db5fffff,Bayside Apartment Homes NW 3,,61.2,4.9,0.0,routed
8828308db7fffff,Bayside Apartment Homes NW 5,,71.9,5.75,0.0,routed
8828308db9fffff,Tara Hills Mobile Manor NW 3,,125.6,10.05,0.0,routed
8828308dbbfffff,Tara Hills Mobile Manor NW 5,,127.0,10.16,0.0,routed
8828308dbdfffff,Tara Hills Mobile Manor N 3,,53.3,4.26,0.0,routed
8828308dc1fffff,Heritage Park at Hilltop,,46.1,3.69,9436.0,routed
8828308dc3fffff,San Marcos Apartments,,49.9,3.99,7044.0,routed
8828308dc5fffff,Bella Vista at Hilltop,,51.6,4.12,7106.0,routed
8828308dc7fffff,Bella Vista at Hilltop NW,,56.4,4.51,4961.0,routed
8828308dc9fffff,Heritage Park at Hilltop S,,30.3,2.42,9167.0,routed
8828308dcbfffff,Heritage Park at Hilltop SW,,35.4,2.83,7782.0,routed
8828308dcdfffff,The Tides,,35.9,2.87,9458.0,routed
8828308dd1fffff,San Marcos Apartments W 2,,60.5,4.84,1909.0,routed
8828308dd3fffff,San Marcos Apartments W 4,,89.6,7.16,0.0,routed
8828308dd5fffff,San Marcos Apartments NW,,68.7,5.49,5518.0,routed
8828308dd7fffff,San Marcos Apartments NW 2,,76.1,6.09,787.0,routed
8828308dd9fffff,San Marcos Apartments W 3,,62.5,5.0,1427.0,routed
8828308ddbfffff,San Marcos Apartments W 5,,73.2,5.86,0.0,routed
8828308dddfffff,San Marcos Apartments W,,50.5,4.04,6274.0,routed
8828308de1fffff,Vue at 3600 Apartments NE,,33.9,2.71,7189.0,routed
8828308de3fffff,Tara Hills Mobile Manor E,,33.8,2.7,8325.0,routed
